transaction_id,transaction_date,employee_id,employee_name,email,department,category,merchant,amount_usd,currency,policy_limit_usd,policy_violation,notes
TXN-03524,2024-02-13,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Software & SaaS,Slack,1218.49,USD,1000,True,
TXN-03530,2024-02-13,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Meals & Entertainment,Grubhub,458.77,USD,150,True,Situation others within bad red hundred.
TXN-03836,2024-02-13,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Software & SaaS,Heroku,609.74,USD,1000,False,
TXN-03977,2024-02-13,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Meals & Entertainment,Seamless,356.47,USD,150,True,
TXN-00283,2024-02-14,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Professional Services,Deloitte Consulting,2049.71,USD,5000,False,
TXN-00453,2024-02-14,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Professional Services,McKinsey & Co,6429.78,USD,5000,True,Policy glass off far capital human security shake guy eight.
TXN-00999,2024-02-14,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Hardware,Apple Business,693.12,USD,2500,False,Whether away recent interesting different final.
TXN-01164,2024-02-14,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Professional Services,McKinsey & Co,1793.2,USD,5000,False,Lead institution kid money approach.
TXN-01453,2024-02-14,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Travel & Lodging,Lyft,3766.66,USD,3000,True,
TXN-02137,2024-02-14,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Travel & Lodging,Marriott,1919.1,USD,3000,False,
TXN-02619,2024-02-14,EMP-6514,Carlos Hanson,carlos.hanson@brex-demo.com,Finance,Meals & Entertainment,OpenTable Restaurant,410.65,USD,150,True,
TXN-03024,2024-02-14,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Travel & Lodging,Hilton,203.86,USD,3000,False,
TXN-03183,2024-02-14,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Meals & Entertainment,OpenTable Restaurant,457.97,USD,150,True,
TXN-03216,2024-02-14,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,7913.64,USD,5000,True,
TXN-03281,2024-02-14,EMP-9928,Paul Cooke,paul.cooke@brex-demo.com,Marketing,Travel & Lodging,AmericanAirlines,3791.6,USD,3000,True,
TXN-03604,2024-02-14,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Travel & Lodging,Marriott,2276.02,USD,3000,False,
TXN-03775,2024-02-14,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Software & SaaS,Notion,365.31,USD,1000,False,
TXN-03811,2024-02-14,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Office Supplies,Staples,204.63,USD,200,True,
TXN-03905,2024-02-14,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Professional Services,Freelancer Invoice,7992.08,USD,5000,True,
TXN-03983,2024-02-14,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,5950.17,USD,5000,True,Upon your that choose year financial total small.
TXN-04549,2024-02-14,EMP-5012,Frances Pierce,frances.pierce@brex-demo.com,Engineering,Hardware,Dell Technologies,1119.01,USD,2500,False,
TXN-04619,2024-02-14,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Travel & Lodging,Airbnb,2840.58,USD,3000,False,
TXN-00049,2024-02-15,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Meals & Entertainment,Starbucks,25.47,USD,150,False,
TXN-00330,2024-02-15,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Meals & Entertainment,Local Bistro,352.56,USD,150,True,Level west information everything family machine born.
TXN-00337,2024-02-15,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Hardware,Apple Business,1712.35,USD,2500,False,
TXN-00462,2024-02-15,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Meals & Entertainment,Grubhub,347.99,USD,150,True,
TXN-00705,2024-02-15,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Professional Services,Accenture,589.27,USD,5000,False,
TXN-00933,2024-02-15,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,7168.32,USD,5000,True,
TXN-01051,2024-02-15,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Software & SaaS,AWS Marketplace,1858.82,USD,1000,True,
TXN-01210,2024-02-15,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Travel & Lodging,United Airlines,219.55,USD,3000,False,Grow treat share thank involve this TV order artist.
TXN-01733,2024-02-15,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Software & SaaS,Slack,2397.48,USD,1000,True,West herself along rule simple.
TXN-01986,2024-02-15,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Professional Services,Deloitte Consulting,7120.3,USD,5000,True,Himself teacher keep movement finish both example.
TXN-02285,2024-02-15,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,2065.2,USD,5000,False,Wife help social list significant score this list white east.
TXN-02460,2024-02-15,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Office Supplies,Uline,213.32,USD,200,True,
TXN-02493,2024-02-15,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Travel & Lodging,Airbnb,3092.79,USD,3000,True,Office begin or body institution.
TXN-02578,2024-02-15,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Travel & Lodging,Airbnb,3889.41,USD,3000,True,Same make hold skill lot involve card health organization.
TXN-02588,2024-02-15,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Software & SaaS,Datadog,97.57,USD,1000,False,Result result discussion money film.
TXN-02651,2024-02-15,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Travel & Lodging,Enterprise Rent-A-Car,673.65,USD,3000,False,
TXN-02772,2024-02-15,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Office Supplies,Uline,157.84,USD,200,False,
TXN-02903,2024-02-15,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Hardware,CDW,2262.63,USD,2500,False,
TXN-02999,2024-02-15,EMP-6635,Rachel Klein,rachel.klein@brex-demo.com,Finance,Software & SaaS,Notion,2287.77,USD,1000,True,
TXN-03100,2024-02-15,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Advertising,AdRoll,7756.42,USD,10000,False,
TXN-03264,2024-02-15,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Software & SaaS,Jira Cloud,2029.48,USD,1000,True,
TXN-03828,2024-02-15,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Travel & Lodging,Delta Airlines,1373.51,USD,3000,False,Voice later option group.
TXN-03928,2024-02-15,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Meals & Entertainment,Starbucks,34.23,USD,150,False,
TXN-04075,2024-02-15,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Software & SaaS,Jira Cloud,1370.74,USD,1000,True,
TXN-04506,2024-02-15,EMP-5506,Laura Ross,laura.ross@brex-demo.com,Engineering,Office Supplies,Grainger,167.54,USD,200,False,
TXN-04557,2024-02-15,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Advertising,The Trade Desk,9539.48,USD,10000,False,
TXN-04593,2024-02-15,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Software & SaaS,AWS Marketplace,225.37,USD,1000,False,
TXN-04697,2024-02-15,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Travel & Lodging,Uber,2184.3,USD,3000,False,
TXN-00229,2024-02-16,EMP-8359,Rhonda Gutierrez,rhonda.gutierrez@brex-demo.com,Sales,Office Supplies,Grainger,28.28,USD,200,False,
TXN-00620,2024-02-16,EMP-4582,Christopher Hall,christopher.hall@brex-demo.com,Marketing,Professional Services,Freelancer Invoice,4906.5,USD,5000,False,
TXN-00649,2024-02-16,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Meals & Entertainment,Starbucks,118.66,USD,150,False,
TXN-01035,2024-02-16,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Hardware,Best Buy Business,62.17,USD,2500,False,
TXN-01369,2024-02-16,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Software & SaaS,AWS Marketplace,1212.63,USD,1000,True,
TXN-01386,2024-02-16,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Software & SaaS,Snowflake,827.26,USD,1000,False,
TXN-01751,2024-02-16,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Advertising,Twitter/X Ads,1163.26,USD,10000,False,
TXN-01795,2024-02-16,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Office Supplies,Amazon Business,78.15,USD,200,False,
TXN-01868,2024-02-16,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Hardware,Best Buy Business,294.75,USD,2500,False,
TXN-02805,2024-02-16,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Professional Services,McKinsey & Co,6338.69,USD,5000,True,Rather eight scene never college involve north not blue.
TXN-03102,2024-02-16,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Hardware,Apple Business,2458.85,USD,2500,False,Happy drive sure large left recently same.
TXN-03600,2024-02-16,EMP-2679,Mark Daniel,mark.daniel@brex-demo.com,Engineering,Meals & Entertainment,Local Bistro,478.39,USD,150,True,She feel key service which just new simple.
TXN-03725,2024-02-16,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Advertising,The Trade Desk,9550.07,USD,10000,False,Any method space picture paper win test.
TXN-03798,2024-02-16,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Software & SaaS,Slack,1101.74,USD,1000,True,
TXN-04047,2024-02-16,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Travel & Lodging,Lyft,3669.62,USD,3000,True,
TXN-04086,2024-02-16,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Professional Services,McKinsey & Co,4230.91,USD,5000,False,
TXN-04092,2024-02-16,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Travel & Lodging,Hilton,1583.36,USD,3000,False,
TXN-04183,2024-02-16,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Professional Services,McKinsey & Co,1107.92,USD,5000,False,Current go almost best one.
TXN-04864,2024-02-16,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Software & SaaS,GitHub,1993.07,USD,1000,True,
TXN-04884,2024-02-16,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Hardware,Best Buy Business,850.95,USD,2500,False,
TXN-04920,2024-02-16,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Software & SaaS,Heroku,2246.41,USD,1000,True,
TXN-00284,2024-02-17,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Hardware,CDW,1221.13,USD,2500,False,
TXN-00375,2024-02-17,EMP-6635,Rachel Klein,rachel.klein@brex-demo.com,Finance,Office Supplies,Uline,174.57,USD,200,False,
TXN-00685,2024-02-17,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Meals & Entertainment,DoorDash,86.25,USD,150,False,
TXN-00750,2024-02-17,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Software & SaaS,Datadog,1345.95,USD,1000,True,
TXN-00850,2024-02-17,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Advertising,AdRoll,13548.51,USD,10000,True,
TXN-01154,2024-02-17,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Meals & Entertainment,Conference Catering Co.,365.62,USD,150,True,Party computer exist might leave risk yet.
TXN-01193,2024-02-17,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,4926.07,USD,5000,False,Eat window same cut energy start.
TXN-01296,2024-02-17,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Software & SaaS,Heroku,2274.84,USD,1000,True,
TXN-01330,2024-02-17,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Travel & Lodging,Uber,562.58,USD,3000,False,
TXN-01402,2024-02-17,EMP-4582,Christopher Hall,christopher.hall@brex-demo.com,Marketing,Office Supplies,Uline,21.52,USD,200,False,
TXN-01545,2024-02-17,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Software & SaaS,GitHub,390.37,USD,1000,False,Sense first leader design put theory form staff instead recently.
TXN-01705,2024-02-17,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Hardware,Apple Business,588.38,USD,2500,False,
TXN-02315,2024-02-17,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Hardware,Best Buy Business,2861.66,USD,2500,True,Culture control beyond Democrat include single.
TXN-02427,2024-02-17,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Software & SaaS,Zoom,1710.59,USD,1000,True,
TXN-02801,2024-02-17,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Professional Services,Freelancer Invoice,2042.76,USD,5000,False,Family happen expert difficult fill site watch machine but true our.
TXN-02859,2024-02-17,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Professional Services,Deloitte Consulting,3748.11,USD,5000,False,Suddenly herself yourself once lose five country once church.
TXN-03103,2024-02-17,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Travel & Lodging,United Airlines,3036.54,USD,3000,True,Mission its local big open full.
TXN-03147,2024-02-17,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Office Supplies,Uline,48.51,USD,200,False,
TXN-03325,2024-02-17,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Travel & Lodging,Airbnb,305.21,USD,3000,False,
TXN-03396,2024-02-17,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Hardware,Dell Technologies,679.66,USD,2500,False,
TXN-03644,2024-02-17,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Professional Services,Deloitte Consulting,265.98,USD,5000,False,
TXN-03768,2024-02-17,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Hardware,Best Buy Business,62.87,USD,2500,False,Sister speak father benefit now through.
TXN-04264,2024-02-17,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Office Supplies,Staples,255.16,USD,200,True,
TXN-04409,2024-02-17,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Professional Services,Deloitte Consulting,2830.99,USD,5000,False,Pick present likely hour color forward.
TXN-04708,2024-02-17,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Hardware,Apple Business,2658.62,USD,2500,True,
TXN-04855,2024-02-17,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Hardware,CDW,1879.56,USD,2500,False,
TXN-00494,2024-02-18,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Travel & Lodging,United Airlines,1754.58,USD,3000,False,
TXN-00510,2024-02-18,EMP-6635,Rachel Klein,rachel.klein@brex-demo.com,Finance,Professional Services,Freelancer Invoice,4768.43,USD,5000,False,
TXN-00521,2024-02-18,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Advertising,AdRoll,11474.29,USD,10000,True,Pay smile military seem person teacher find clear vote run.
TXN-00760,2024-02-18,EMP-6514,Carlos Hanson,carlos.hanson@brex-demo.com,Finance,Office Supplies,Staples,157.26,USD,200,False,Animal degree air have worry good imagine.
TXN-00794,2024-02-18,EMP-9935,Samantha Hale,samantha.hale@brex-demo.com,Engineering,Meals & Entertainment,Grubhub,401.92,USD,150,True,
TXN-00906,2024-02-18,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Meals & Entertainment,Seamless,402.35,USD,150,True,
TXN-00959,2024-02-18,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Office Supplies,Uline,90.72,USD,200,False,
TXN-02069,2024-02-18,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Professional Services,McKinsey & Co,439.2,USD,5000,False,Sit soon method Mrs important mother city voice word.
TXN-02108,2024-02-18,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Professional Services,Accenture,6919.54,USD,5000,True,
TXN-02251,2024-02-18,EMP-6514,Carlos Hanson,carlos.hanson@brex-demo.com,Finance,Professional Services,Freelancer Invoice,7031.81,USD,5000,True,
TXN-02373,2024-02-18,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Professional Services,Accenture,5563.95,USD,5000,True,
TXN-02456,2024-02-18,EMP-9928,Paul Cooke,paul.cooke@brex-demo.com,Marketing,Professional Services,Accenture,1070.42,USD,5000,False,
TXN-02543,2024-02-18,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Office Supplies,Office Depot,32.64,USD,200,False,
TXN-02623,2024-02-18,EMP-6635,Rachel Klein,rachel.klein@brex-demo.com,Finance,Software & SaaS,Notion,1382.47,USD,1000,True,
TXN-04312,2024-02-18,EMP-2679,Mark Daniel,mark.daniel@brex-demo.com,Engineering,Professional Services,Freelancer Invoice,4802.72,USD,5000,False,
TXN-04934,2024-02-18,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Travel & Lodging,Airbnb,2242.18,USD,3000,False,
TXN-00092,2024-02-19,EMP-9279,Amber Williams,amber.williams@brex-demo.com,Marketing,Software & SaaS,Snowflake,1353.12,USD,1000,True,Suffer dark best other level election draw.
TXN-00261,2024-02-19,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Travel & Lodging,AmericanAirlines,1692.24,USD,3000,False,
TXN-00596,2024-02-19,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Travel & Lodging,Airbnb,2525.01,USD,3000,False,Group maybe view government visit happen environment career term.
TXN-00642,2024-02-19,EMP-7924,Adam Shea,adam.shea@brex-demo.com,Sales,Professional Services,Freelancer Invoice,2392.94,USD,5000,False,
TXN-01109,2024-02-19,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Meals & Entertainment,Seamless,326.23,USD,150,True,
TXN-01163,2024-02-19,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Meals & Entertainment,Conference Catering Co.,81.49,USD,150,False,
TXN-01458,2024-02-19,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Travel & Lodging,Airbnb,3606.95,USD,3000,True,
TXN-01503,2024-02-19,EMP-2824,Ryan Hines,ryan.hines@brex-demo.com,Engineering,Professional Services,Local Law Firm LLP,5923.01,USD,5000,True,Glass develop cut form discover per child.
TXN-01680,2024-02-19,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Advertising,Google Ads,5501.88,USD,10000,False,While resource great high long city loss girl design.
TXN-01701,2024-02-19,EMP-6635,Rachel Klein,rachel.klein@brex-demo.com,Finance,Professional Services,Deloitte Consulting,5439.72,USD,5000,True,
TXN-01919,2024-02-19,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Software & SaaS,Snowflake,1051.28,USD,1000,True,More year story pass if account impact manage test actually.
TXN-02252,2024-02-19,EMP-1520,Andrew Lopez,andrew.lopez@brex-demo.com,Marketing,Office Supplies,Uline,185.91,USD,200,False,
TXN-02484,2024-02-19,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Software & SaaS,Heroku,1210.06,USD,1000,True,Author range kind stop nor your.
TXN-02668,2024-02-19,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Meals & Entertainment,Conference Catering Co.,375.72,USD,150,True,
TXN-02669,2024-02-19,EMP-4811,Sharon Oliver,sharon.oliver@brex-demo.com,Marketing,Professional Services,Freelancer Invoice,7464.85,USD,5000,True,
TXN-02867,2024-02-19,EMP-4527,Nathaniel Carney,nathaniel.carney@brex-demo.com,Sales,Advertising,Meta Ads,6046.25,USD,10000,False,
TXN-03015,2024-02-19,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Software & SaaS,Zoom,2285.38,USD,1000,True,
TXN-04010,2024-02-19,EMP-7873,David Baker,david.baker@brex-demo.com,Marketing,Software & SaaS,Datadog,246.9,USD,1000,False,
TXN-04116,2024-02-19,EMP-3547,Crystal Allen,crystal.allen@brex-demo.com,Sales,Travel & Lodging,Airbnb,2088.42,USD,3000,False,
TXN-04122,2024-02-19,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Software & SaaS,GitHub,1229.74,USD,1000,True,Stuff feel defense some draw west think data.
TXN-04268,2024-02-19,EMP-3615,Antonio Li,antonio.li@brex-demo.com,Sales,Meals & Entertainment,Local Bistro,311.74,USD,150,True,
TXN-04370,2024-02-19,EMP-8527,Kendra Whitaker,kendra.whitaker@brex-demo.com,Finance,Office Supplies,Staples,213.0,USD,200,True,Shoulder money structure century dark write discuss.
TXN-04423,2024-02-19,EMP-1106,Leah Webb,leah.webb@brex-demo.com,Sales,Travel & Lodging,Lyft,677.06,USD,3000,False,
TXN-04644,2024-02-19,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Meals & Entertainment,DoorDash,182.81,USD,150,True,
TXN-04707,2024-02-19,EMP-2824,Ryan Hines,ryan.hines@brex-demo.com,Engineering,Software & SaaS,AWS Marketplace,866.02,USD,1000,False,
TXN-04803,2024-02-19,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Meals & Entertainment,Grubhub,251.8,USD,150,True,Deep order get itself near.
TXN-00660,2024-02-20,EMP-4657,Andrea Mccann,andrea.mccann@brex-demo.com,Engineering,Hardware,CDW,1688.25,USD,2500,False,See special western camera.
TXN-01086,2024-02-20,EMP-6881,Matthew Allen,matthew.allen@brex-demo.com,Finance,Professional Services,Local Law Firm LLP,6307.11,USD,5000,True,
TXN-01165,2024-02-20,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Travel & Lodging,Marriott,2284.84,USD,3000,False,Evening style administration tax there production military three.
TXN-01253,2024-02-20,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Travel & Lodging,Marriott,1592.41,USD,3000,False,
TXN-01527,2024-02-20,EMP-1488,Courtney Thomas,courtney.thomas@brex-demo.com,Marketing,Advertising,The Trade Desk,2568.34,USD,10000,False,
TXN-01692,2024-02-20,EMP-1434,Jennifer Davis,jennifer.davis@brex-demo.com,Marketing,Meals & Entertainment,DoorDash,467.4,USD,150,True,
TXN-01869,2024-02-20,EMP-2535,Timothy Humphrey,timothy.humphrey@brex-demo.com,Marketing,Professional Services,Deloitte Consulting,1969.39,USD,5000,False,
TXN-01987,2024-02-20,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Advertising,The Trade Desk,2109.09,USD,10000,False,
TXN-02097,2024-02-20,EMP-6574,William Lindsey,william.lindsey@brex-demo.com,Sales,Travel & Lodging,United Airlines,745.97,USD,3000,False,
TXN-02591,2024-02-20,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Professional Services,Accenture,7935.19,USD,5000,True,
TXN-02843,2024-02-20,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Advertising,Meta Ads,11082.57,USD,10000,True,Behavior company bag class market ground trouble.
TXN-03098,2024-02-20,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Software & SaaS,AWS Marketplace,1784.05,USD,1000,True,
TXN-03117,2024-02-20,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Office Supplies,Grainger,233.59,USD,200,True,
TXN-03127,2024-02-20,EMP-2674,Tina Johnson,tina.johnson@brex-demo.com,Finance,Software & SaaS,Figma,2321.45,USD,1000,True,
TXN-03229,2024-02-20,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Professional Services,Accenture,5468.05,USD,5000,True,
TXN-03770,2024-02-20,EMP-5012,Frances Pierce,frances.pierce@brex-demo.com,Engineering,Professional Services,Freelancer Invoice,6248.05,USD,5000,True,Natural girl my hair than.
TXN-03850,2024-02-20,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Software & SaaS,Datadog,541.67,USD,1000,False,
TXN-03940,2024-02-20,EMP-7224,Jaclyn Howard,jaclyn.howard@brex-demo.com,Finance,Travel & Lodging,Marriott,2218.29,USD,3000,False,Peace certain lead piece agreement wind world by plan.
TXN-03980,2024-02-20,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Hardware,Apple Business,2308.02,USD,2500,False,
TXN-04306,2024-02-20,EMP-2519,Cody Wilson,cody.wilson@brex-demo.com,Finance,Travel & Lodging,Marriott,2056.94,USD,3000,False,
TXN-04343,2024-02-20,EMP-5333,Lisa Brown,lisa.brown@brex-demo.com,Finance,Professional Services,Freelancer Invoice,5841.5,USD,5000,True,
TXN-04447,2024-02-20,EMP-2584,Mark Jacobs,mark.jacobs@brex-demo.com,Finance,Software & SaaS,Zoom,95.34,USD,1000,False,
TXN-04536,2024-02-20,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Hardware,B&H Photo,659.78,USD,2500,False,
TXN-04657,2024-02-20,EMP-4611,Aaron Neal,aaron.neal@brex-demo.com,Sales,Travel & Lodging,Airbnb,1866.22,USD,3000,False,End bar impact main generation word item yes.
TXN-04750,2024-02-20,EMP-3286,Andrew Hall,andrew.hall@brex-demo.com,Engineering,Hardware,B&H Photo,2696.43,USD,2500,True,
TXN-04798,2024-02-20,EMP-5557,Bradley Mccullough,bradley.mccullough@brex-demo.com,Sales,Software & SaaS,Jira Cloud,638.7,USD,1000,False,
TXN-04829,2024-02-20,EMP-1711,Travis Jackson,travis.jackson@brex-demo.com,Finance,Software & SaaS,Figma,596.27,USD,1000,False,
TXN-04837,2024-02-20,EMP-4582,Christopher Hall,christopher.hall@brex-demo.com,Marketing,Professional Services,Local Law Firm LLP,7625.24,USD,5000,True,
TXN-04892,2024-02-20,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Travel & Lodging,Uber,2008.3,USD,3000,False,
TXN-04903,2024-02-20,EMP-1409,Christopher Henry,christopher.henry@brex-demo.com,Engineering,Software & SaaS,Heroku,947.73,USD,1000,False,
TXN-04980,2024-02-20,EMP-2424,Caroline Edwards,caroline.edwards@brex-demo.com,Engineering,Software & SaaS,GitHub,1183.83,USD,1000,True,
TXN-00238,2024-02-21,EMP-5552,Matthew Bennett,matthew.bennett@brex-demo.com,Sales,Travel & Lodging,Enterprise Rent-A-Car,2505.73,USD,3000,False,After thought piece speech debate outside ahead common.
TXN-00296,2024-02-21,EMP-7912,Amber David,amber.david@brex-demo.com,Engineering,Software & SaaS,Heroku,2076.9,USD,1000,True,
TXN-00395,2024-02-21,EMP-4257,Timothy White,timothy.white@brex-demo.com,Marketing,Office Supplies,Uline,297.59,USD,200,True,
